EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_OCCUPATION	FR_PROFESSION	TOTAL
2025	Q2	May	2025	T2	mai	British Columbia	Colombie-Britannique	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	35
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	860
2020	Q1	Feb	2020	T1	fév.	Ontario	Ontario	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	45
2015	Q3	Aug	2015	T3	août	Alberta	Alberta	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2026	Q1	Mar	2026	T1	mars	Manitoba	Manitoba	00 - Senior management occupations	00 - Cadres supérieurs/cadres supérieures	--
2026	Q1	Mar	2026	T1	mars	Alberta	Alberta	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	25
2022	Q2	Jun	2022	T2	juin	Nova Scotia	Nouvelle-Écosse	01 - Specialized middle management occupations	01 - Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées	15
2026	Q2	May	2026	T2	mai	Alberta	Alberta	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	35
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	255
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	160
2023	Q3	Sep	2023	T3	sept.	Ontario	Ontario	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	30
2025	Q2	Apr	2025	T2	avr.	Nova Scotia	Nouvelle-Écosse	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	--
2016	Q2	May	2016	T2	mai	Saskatchewan	Saskatchewan	Other occupations	Autres professions	45
2025	Q1	Mar	2025	T1	mars	New Brunswick	Nouveau-Brunswick	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	20
2025	Q3	Jul	2025	T3	juil.	Alberta	Alberta	Other occupations	Autres professions	540
2023	Q3	Aug	2023	T3	août	British Columbia	Colombie-Britannique	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	45
2019	Q3	Jul	2019	T3	juil.	British Columbia	Colombie-Britannique	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	125
2023	Q2	Jun	2023	T2	juin	Nova Scotia	Nouvelle-Écosse	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2018	Q3	Sep	2018	T3	sept.	Ontario	Ontario	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	80
2018	Q3	Sep	2018	T3	sept.	Ontario	Ontario	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	30
2026	Q1	Feb	2026	T1	fév.	Ontario	Ontario	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	15
2025	Q4	Nov	2025	T4	nov.	British Columbia	Colombie-Britannique	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	25
2016	Q4	Nov	2016	T4	nov.	Saskatchewan	Saskatchewan	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	15
2023	Q1	Jan	2023	T1	janv.	New Brunswick	Nouveau-Brunswick	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	10
2024	Q1	Jan	2024	T1	janv.	New Brunswick	Nouveau-Brunswick	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	10
2021	Q1	Mar	2021	T1	mars	British Columbia	Colombie-Britannique	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	170
2026	Q2	Jun	2026	T2	juin	Ontario	Ontario	32 - Technical occupations in health	32 - Personnel technique des soins de santé	135
2019	Q3	Jul	2019	T3	juil.	Alberta	Alberta	32 - Technical occupations in health	32 - Personnel technique des soins de santé	--
2025	Q2	Apr	2025	T2	avr.	Manitoba	Manitoba	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	--
2015	Q4	Nov	2015	T4	nov.	Alberta	Alberta	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2017	Q2	May	2017	T2	mai	Ontario	Ontario	32 - Technical occupations in health	32 - Personnel technique des soins de santé	15
2024	Q1	Feb	2024	T1	fév.	Manitoba	Manitoba	32 - Technical occupations in health	32 - Personnel technique des soins de santé	10
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	5
2025	Q3	Sep	2025	T3	sept.	Alberta	Alberta	43 - Occupations in front-line public protection services	43 - Personnel des services de protection public de première ligne	--
2018	Q4	Nov	2018	T4	nov.	Alberta	Alberta	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	--
2023	Q2	May	2023	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	--
2022	Q2	Apr	2022	T2	avr.	Ontario	Ontario	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	15
2017	Q4	Dec	2017	T4	déc.	New Brunswick	Nouveau-Brunswick	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	--
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	55
2016	Q1	Mar	2016	T1	mars	Saskatchewan	Saskatchewan	31 - Professional occupations in health (except nursing)	31 - Personnel professionnel des soins de santé (sauf soins infirmiers)	--
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	10
2023	Q2	May	2023	T2	mai	Manitoba	Manitoba	73 - Maintenance and equipment operation trades	73 - Personnel des métiers d'entretien et d'opération d'équipement	--
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	5
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	45
2023	Q2	May	2023	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2018	Q2	Apr	2018	T2	avr.	Saskatchewan	Saskatchewan	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	10
2024	Q3	Jul	2024	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	10
2024	Q4	Oct	2024	T4	oct.	Manitoba	Manitoba	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	10
2025	Q3	Aug	2025	T3	août	Ontario	Ontario	14 - Office support occupations	14 - Personnel de soutien de bureau	--
2025	Q4	Nov	2025	T4	nov.	British Columbia	Colombie-Britannique	01 - Specialized middle management occupations	01 - Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées	15
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	--
2025	Q2	May	2025	T2	mai	Manitoba	Manitoba	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	5
2026	Q3	Jul	2026	T3	juil.	Saskatchewan	Saskatchewan	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	5
2021	Q4	Dec	2021	T4	déc.	Nova Scotia	Nouvelle-Écosse	31 - Professional occupations in health (except nursing)	31 - Personnel professionnel des soins de santé (sauf soins infirmiers)	--
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2025	Q3	Jul	2025	T3	juil.	Nova Scotia	Nouvelle-Écosse	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	5
2016	Q4	Oct	2016	T4	oct.	Saskatchewan	Saskatchewan	73 - Maintenance and equipment operation trades	73 - Personnel des métiers d'entretien et d'opération d'équipement	--
2020	Q2	Apr	2020	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2018	Q2	Jun	2018	T2	juin	Alberta	Alberta	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	--
2025	Q2	Jun	2025	T2	juin	Ontario	Ontario	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2020	Q1	Jan	2020	T1	janv.	Manitoba	Manitoba	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	--
2022	Q2	Apr	2022	T2	avr.	Saskatchewan	Saskatchewan	75 - Transport and heavy equipment operation and related maintenance occupations	75 - Personnel en opération d'équipement de transport et de machinerie lourde et autre personnel assimilé à l'entretien	--
2026	Q2	Jun	2026	T2	juin	New Brunswick	Nouveau-Brunswick	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2023	Q4	Oct	2023	T4	oct.	New Brunswick	Nouveau-Brunswick	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	--
2025	Q3	Jul	2025	T3	juil.	Nova Scotia	Nouvelle-Écosse	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	--
2017	Q2	Jun	2017	T2	juin	Nova Scotia	Nouvelle-Écosse	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	--
2026	Q1	Mar	2026	T1	mars	New Brunswick	Nouveau-Brunswick	67 - Service support and other service occupations, n.e.c.	67 - Personnel de soutien en service et autre personnel de service, n.c.a.	--
2022	Q2	Apr	2022	T2	avr.	Saskatchewan	Saskatchewan	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2019	Q3	Jul	2019	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2018	Q3	Sep	2018	T3	sept.	Saskatchewan	Saskatchewan	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	--
2015	Q4	Dec	2015	T4	déc.	Yukon	Yukon	Other occupations	Autres professions	--
2017	Q2	Apr	2017	T2	avr.	Yukon	Yukon	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	--
2020	Q3	Aug	2020	T3	août	British Columbia	Colombie-Britannique	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	--
2026	Q1	Mar	2026	T1	mars	Nova Scotia	Nouvelle-Écosse	15 - Distribution, tracking and scheduling co-ordination occupations	15 - Personnel de coordination de la distribution, du suivi et des horaires	--
2017	Q2	Apr	2017	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	32 - Technical occupations in health	32 - Personnel technique des soins de santé	--
2026	Q2	Jun	2026	T2	juin	New Brunswick	Nouveau-Brunswick	72 - Industrial, electrical and construction trades	72 - Personnel des métiers de l'électricité, de la construction et des industries	--
2025	Q3	Jul	2025	T3	juil.	Nova Scotia	Nouvelle-Écosse	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2024	Q3	Jul	2024	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	--
2026	Q1	Mar	2026	T1	mars	Alberta	Alberta	74 - Other installers, repairers and servicers and material handlers	74 - Personnel d'installation, de réparation et d'entretien et manutentionnaires	--
2017	Q4	Dec	2017	T4	déc.	Manitoba	Manitoba	01 - Specialized middle management occupations	01 - Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées	--
2024	Q1	Jan	2024	T1	janv.	Alberta	Alberta	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	85
2019	Q4	Dec	2019	T4	déc.	Yukon	Yukon	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	--
2026	Q3	Jul	2026	T3	juil.	Alberta	Alberta	01 - Specialized middle management occupations	01 - Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées	15
2016	Q4	Dec	2016	T4	déc.	New Brunswick	Nouveau-Brunswick	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	--
2022	Q2	May	2022	T2	mai	Ontario	Ontario	Other occupations	Autres professions	2180
2022	Q3	Aug	2022	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	5
2024	Q1	Mar	2024	T1	mars	Alberta	Alberta	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	35
2020	Q2	Jun	2020	T2	juin	Manitoba	Manitoba	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	20
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	55
2021	Q3	Jul	2021	T3	juil.	British Columbia	Colombie-Britannique	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	10
2019	Q4	Nov	2019	T4	nov.	Manitoba	Manitoba	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	--
2024	Q2	Jun	2024	T2	juin	Manitoba	Manitoba	44 - Care providers and educational, legal and public protection support occupations	44 - Dispensateurs/dispensatrices de soins et personnel de soutien en enseignement, en droit et en protection publique	--
2023	Q2	Jun	2023	T2	juin	Alberta	Alberta	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	5
2023	Q2	Apr	2023	T2	avr.	Nova Scotia	Nouvelle-Écosse	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	10
2015	Q3	Aug	2015	T3	août	Alberta	Alberta	72 - Industrial, electrical and construction trades	72 - Personnel des métiers de l'électricité, de la construction et des industries	40
2017	Q4	Nov	2017	T4	nov.	British Columbia	Colombie-Britannique	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	35
2024	Q3	Aug	2024	T3	août	Alberta	Alberta	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	10
2018	Q4	Dec	2018	T4	déc.	British Columbia	Colombie-Britannique	72 - Industrial, electrical and construction trades	72 - Personnel des métiers de l'électricité, de la construction et des industries	10
2024	Q2	Jun	2024	T2	juin	Ontario	Ontario	00 - Senior management occupations	00 - Cadres supérieurs/cadres supérieures	75
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	01 - Specialized middle management occupations	01 - Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées	45
2026	Q2	May	2026	T2	mai	British Columbia	Colombie-Britannique	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	10
2025	Q1	Mar	2025	T1	mars	British Columbia	Colombie-Britannique	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	5
2021	Q3	Jul	2021	T3	juil.	Nova Scotia	Nouvelle-Écosse	73 - Maintenance and equipment operation trades	73 - Personnel des métiers d'entretien et d'opération d'équipement	--
2026	Q1	Feb	2026	T1	fév.	Manitoba	Manitoba	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	20
2026	Q1	Jan	2026	T1	janv.	Ontario	Ontario	52 - Technical occupations in art, culture, recreation and sport	52 - Personnel technique des arts, de la culture, des sports et des loisirs	25
2020	Q1	Jan	2020	T1	janv.	Ontario	Ontario	32 - Technical occupations in health	32 - Personnel technique des soins de santé	20
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	20
2016	Q3	Jul	2016	T3	juil.	Manitoba	Manitoba	Other occupations	Autres professions	15
2023	Q1	Mar	2023	T1	mars	British Columbia	Colombie-Britannique	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	55
2016	Q2	Apr	2016	T2	avr.	Ontario	Ontario	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	5
2019	Q4	Nov	2019	T4	nov.	Manitoba	Manitoba	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	5
2016	Q2	Jun	2016	T2	juin	Manitoba	Manitoba	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2018	Q2	May	2018	T2	mai	Saskatchewan	Saskatchewan	32 - Technical occupations in health	32 - Personnel technique des soins de santé	--
2021	Q2	Jun	2021	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2022	Q2	Apr	2022	T2	avr.	Nova Scotia	Nouvelle-Écosse	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	5
2026	Q3	Jul	2026	T3	juil.	Nova Scotia	Nouvelle-Écosse	Other occupations	Autres professions	105
2015	Q4	Oct	2015	T4	oct.	Alberta	Alberta	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	10
2018	Q4	Oct	2018	T4	oct.	Ontario	Ontario	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	160
2017	Q3	Jul	2017	T3	juil.	Ontario	Ontario	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	55
2016	Q1	Feb	2016	T1	fév.	Alberta	Alberta	Other occupations	Autres professions	530
2024	Q1	Mar	2024	T1	mars	Ontario	Ontario	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	45
2026	Q1	Feb	2026	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	--
2026	Q2	Jun	2026	T2	juin	Ontario	Ontario	15 - Distribution, tracking and scheduling co-ordination occupations	15 - Personnel de coordination de la distribution, du suivi et des horaires	40
2023	Q4	Dec	2023	T4	déc.	British Columbia	Colombie-Britannique	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	5
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	10
2018	Q4	Dec	2018	T4	déc.	Alberta	Alberta	Other occupations	Autres professions	170
2022	Q2	Jun	2022	T2	juin	New Brunswick	Nouveau-Brunswick	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2021	Q1	Feb	2021	T1	fév.	Alberta	Alberta	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	65
2016	Q2	Apr	2016	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other occupations	Autres professions	10
2025	Q3	Jul	2025	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	34 - Assisting occupations in support of health services	34 - Personnel de soutien des services de santé	--
2020	Q3	Sep	2020	T3	sept.	Alberta	Alberta	63 - Service supervisors and specialized service occupations	63 - Personnel de supervision en services et personnel de services spécialisés	15
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	30
2025	Q3	Aug	2025	T3	août	Alberta	Alberta	31 - Professional occupations in health (except nursing)	31 - Personnel professionnel des soins de santé (sauf soins infirmiers)	25
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2018	Q4	Oct	2018	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	5
2023	Q3	Sep	2023	T3	sept.	Alberta	Alberta	13 - Finance, insurance and related business administrative occupations	13 - Personnel en finance, assurance et personnel assimilé en administration des affaires	15
2023	Q2	Jun	2023	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	31 - Professional occupations in health (except nursing)	31 - Personnel professionnel des soins de santé (sauf soins infirmiers)	--
2017	Q4	Nov	2017	T4	nov.	Manitoba	Manitoba	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	--
2023	Q4	Oct	2023	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other occupations	Autres professions	15
2026	Q2	May	2026	T2	mai	Manitoba	Manitoba	40 - Professional occupations in education services	40 - Personnel professionnel en services d'enseignement	5
2025	Q2	Jun	2025	T2	juin	British Columbia	Colombie-Britannique	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	10
2026	Q1	Mar	2026	T1	mars	New Brunswick	Nouveau-Brunswick	32 - Technical occupations in health	32 - Personnel technique des soins de santé	--
2026	Q1	Feb	2026	T1	fév.	Ontario	Ontario	67 - Service support and other service occupations, n.e.c.	67 - Personnel de soutien en service et autre personnel de service, n.c.a.	--
2016	Q3	Sep	2016	T3	sept.	Nova Scotia	Nouvelle-Écosse	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2018	Q3	Aug	2018	T3	août	Prince Edward Island	Île-du-Prince-Édouard	21 - Professional occupations in natural and applied sciences	21 - Personnel professionnel des sciences naturelles et appliquées	5
2022	Q4	Dec	2022	T4	déc.	New Brunswick	Nouveau-Brunswick	72 - Industrial, electrical and construction trades	72 - Personnel des métiers de l'électricité, de la construction et des industries	--
2015	Q4	Dec	2015	T4	déc.	Ontario	Ontario	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	--
2021	Q1	Feb	2021	T1	fév.	Manitoba	Manitoba	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	10
2023	Q3	Jul	2023	T3	juil.	Saskatchewan	Saskatchewan	41 - Professional occupations in law and social, community and government services	41 - Personnel professionnel du droit et des services gouvernementaux, sociaux et communautaires	--
2021	Q1	Mar	2021	T1	mars	Saskatchewan	Saskatchewan	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2016	Q4	Nov	2016	T4	nov.	Nova Scotia	Nouvelle-Écosse	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2021	Q2	Jun	2021	T2	juin	Saskatchewan	Saskatchewan	62 - Retail sales supervisors and specialized sales occupations	62 - Personnel de supervision des ventes au détail et personnel des ventes spécialisées	5
2026	Q3	Jul	2026	T3	juil.	Manitoba	Manitoba	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	20
2025	Q3	Aug	2025	T3	août	Saskatchewan	Saskatchewan	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
2017	Q2	Jun	2017	T2	juin	New Brunswick	Nouveau-Brunswick	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	--
2020	Q4	Nov	2020	T4	nov.	Saskatchewan	Saskatchewan	31 - Professional occupations in health (except nursing)	31 - Personnel professionnel des soins de santé (sauf soins infirmiers)	--
2026	Q1	Jan	2026	T1	janv.	Manitoba	Manitoba	06 - Middle management occupations in retail and wholesale trade and customer services	06 - Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle	--
2025	Q2	May	2025	T2	mai	Nova Scotia	Nouvelle-Écosse	92 - Processing, manufacturing and utilities supervisors and central control operators	92 - Personnel de supervision dans la transformation, la fabrication et les services d'utilité publique et opérateurs/opératrices de poste central de contrôle	--
2024	Q3	Aug	2024	T3	août	Manitoba	Manitoba	51 - Professional occupations in art and culture	51 - Personnel professionnel des arts et de la culture	--
2016	Q2	Jun	2016	T2	juin	Saskatchewan	Saskatchewan	30 - Professional occupations in nursing	30 - Personnel professionnel en soins infirmiers	--
2025	Q3	Sep	2025	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	12 - Administrative and financial supervisors and administrative occupations	12 - Personnel de supervision du travail administratif et financier et personnel administratif	--
2025	Q1	Mar	2025	T1	mars	Saskatchewan	Saskatchewan	82 - Supervisors and technical occupations in natural resources, agriculture and related production	82 - Superviseurs/superviseures et métiers techniques dans les ressources naturelles, l'agriculture et la production connexe	--
2021	Q2	Jun	2021	T2	juin	Saskatchewan	Saskatchewan	07 - Middle management occupations in trades, transportation, production and utilities	07 - Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique	--
2019	Q2	Apr	2019	T2	avr.	Manitoba	Manitoba	22 - Technical occupations related to natural and applied sciences	22 - Personnel technique assimilé aux sciences naturelles et appliquées	5
2022	Q4	Oct	2022	T4	oct.	Saskatchewan	Saskatchewan	72 - Industrial, electrical and construction trades	72 - Personnel des métiers de l'électricité, de la construction et des industries	--
2019	Q1	Feb	2019	T1	fév.	Saskatchewan	Saskatchewan	42 - Paraprofessional occupations in legal, social, community and education services	42 - Personnel paraprofessionnel des services juridiques, sociaux, communautaires et de l'enseignement	--
